runtime,result
4.920000264974078e-07,3662072341
4.889999445367721e-07,2181924536
4.830000079891761e-07,3620661361
4.889999445367721e-07,3043357142
4.869999656875734e-07,2789452174
4.780000608661794e-07,2284532067
4.910000370728085e-07,3855960432
4.73000000056345e-07,4253843491
4.930000159220072e-07,3160511308
4.930000159220072e-07,4033612610
4.839999974137754e-07,3348482308
5.079999709778349e-07,2296656406
4.750000925923814e-07,3837955757
4.780000608661794e-07,4026977893
4.67000063508749e-07,4079705280
4.969999736204045e-07,3630679413
4.669999498219113e-07,2890639499
4.690000423579477e-07,3631383854
4.989999524696032e-07,3058600190
4.6899992867110996e-07,3553365044
4.849999868383748e-07,3241830375
4.930000159220072e-07,2960397949
4.639999815481133e-07,2882443572
4.980000767318415e-07,2180069580
4.909999233859708e-07,2181708969
4.949999947712058e-07,2956647239
4.890000582236098e-07,3872507986
4.869999656875734e-07,3830219725
5.099999498270336e-07,3733632299
4.749999789055437e-07,2590901936
4.779999471793417e-07,3600758211
4.980000767318415e-07,4212998989
4.790000502907787e-07,3422839173
4.590000344251166e-07,3207107841
4.890000582236098e-07,4023597350
5.140000212122686e-07,2851186077
4.779999471793417e-07,3000750391
4.660000740841497e-07,2589462508
4.970000873072422e-07,2581018011
4.7100002120714635e-07,2504655179
4.6299999212351395e-07,3470447197
5.089999604024342e-07,2977726842
4.909999233859708e-07,2284215342
4.869999656875734e-07,2803677357
5.189999683352653e-07,3544349677
4.790000502907787e-07,2384022131
4.999999418942025e-07,2427188062
5.17999978910666e-07,4224758507
4.900000476482091e-07,2789842986
4.879999551121728e-07,2327471336
4.620000026989146e-07,3880665575
4.749999789055437e-07,3014239321
4.769999577547424e-07,2702164477
4.909999233859708e-07,2337742436
4.6500008465955034e-07,3577837485
4.73000000056345e-07,2226019238
4.849999868383748e-07,3246818289
4.6299999212351395e-07,4115394274
4.850001005252125e-07,2617505931
4.979999630450038e-07,2294601256
4.910000370728085e-07,2817752405
4.610000132743153e-07,3548241672
4.620000026989146e-07,2545269658
4.7399998948094435e-07,2716159941
4.810000291399774e-07,3481976159
4.769999577547424e-07,3236481599
4.73000000056345e-07,4008696499
4.940000053466065e-07,3023229555
5.27999986843497e-07,3725096191
4.749999789055437e-07,3379764381
4.880000687990105e-07,2316184675
4.909999233859708e-07,2973031581
5.140000212122686e-07,3530758108
4.569999418890802e-07,3143539122
4.930000159220072e-07,2250800549
4.979999630450038e-07,2368261858
4.859999762629741e-07,4143829934
4.799999260285404e-07,2815091675
4.770000714415801e-07,3205796226
4.949999947712058e-07,2488667472
4.800000397153781e-07,2881869954
4.580000450005173e-07,4271865440
5.010000450056395e-07,2657099017
4.7399998948094435e-07,2622116688
4.849999868383748e-07,3462216047
4.920000264974078e-07,2943866579
4.5700005557591794e-07,3675784888
4.949999947712058e-07,3655808318
4.930000159220072e-07,3062045395
4.319999789004214e-07,4261916268
4.75999968330143e-07,3237174645
4.73000000056345e-07,4161509526
4.6299999212351395e-07,3561090586
4.340000714364578e-07,3151060542
4.559999524644809e-07,3018750298
4.610000132743153e-07,3964168300
4.559999524644809e-07,3708050089
4.78999936603941e-07,3582595890
4.900000476482091e-07,2369944437
4.810000291399774e-07,4026592661
4.6299999212351395e-07,4064915386
4.3000000005122274e-07,4101555016
4.709999075203086e-07,3517460149
4.780000608661794e-07,2231586855
4.769999577547424e-07,2217323937
4.649999709727126e-07,3317507369
4.780000608661794e-07,3999140967
4.5500007672671927e-07,4156482726
4.849999868383748e-07,3347990009
4.849999868383748e-07,2492651498
4.979999630450038e-07,2373910911
4.73000000056345e-07,4085495155
4.930000159220072e-07,2465067925
5.119999286762322e-07,4118665907
4.790000502907787e-07,3855775711
4.940000053466065e-07,4020858013
4.900000476482091e-07,3537120510
4.849999868383748e-07,2229497195
4.849999868383748e-07,3989767242
4.73000000056345e-07,2593059255
4.959999841958052e-07,3603220667
4.75999968330143e-07,3796282066
4.869999656875734e-07,2303643321
4.75999968330143e-07,4176300408
4.890000582236098e-07,2456608217
4.290000106266234e-07,3517614264
4.679999392465106e-07,2805617738
4.930000159220072e-07,3694583018
6.900000926179928e-07,2961571610
4.679999392465106e-07,2597193249
4.6500008465955034e-07,2539758169
5.059999921286362e-07,3917558358
4.5199999476608355e-07,3049611803
4.459999445316498e-07,2466611926
4.900000476482091e-07,3471250668
4.919999128105701e-07,2844074792
